question	sentence	index	times
North Korea and the United States have been characterized by a disagreement over one parties desire to create what with respect to security guarantees and nuclear proliferation?	This factor has been at work with respect to discussions between North Korea and the United States over security guarantees and nuclear proliferation.	not_entailment	1
What two types of organisms have remarkable differences in their genomic composition?	In mammals and plants, the major part of the genome is composed of repetitive DNA.	not_entailment	1
What are the levers an author uses in literature to describe a psychological emotion?	Authors choose literary device according to what psychological emotion he or she is attempting to describe, thus certain literary devices are more emotionally effective than others.	entailment	1
Before 20th century, what was the form of public transportation in the city?	Horse-drawn steetcars began operating in New Haven in the 1860s, and by the mid-1890s all the lines had become electric.	entailment	1
What is an organism that grazes upon other animals?	Animals may also be 'grazed' upon; female mosquitos land on hosts briefly to gain sufficient proteins for the development of their offspring.	entailment	1
What did the treaty establish?	In 1855, Washington Territorial Governor Isaac Stevens negotiated the Hellgate treaty between the United States Government and the Salish, Pend d'Oreille, and the Kootenai people of western Montana, which established boundaries for the tribal nations.	not_entailment	1
What is expected to have an effect on migration timing?	Studies have shown a variety of effects including timing changes in migration, breeding as well as population variations.	not_entailment	1
When did the Dust Bowl begin?	During the 1930s, parts of the state began suffering the consequences of poor farming practices, extended drought and high winds.	entailment	1
The IEEE 802.3af Power over Ethernet (PoE) standard specifies a what?	The IEEE 802.3af Power over Ethernet (PoE) standard specifies a more elaborate power negotiation scheme than powered USB.	entailment	1
What year did Isfahan gain victory over Hamadan?	After a perilous journey, they reached Isfahan, receiving an honorable welcome from the prince.	not_entailment	1
What can peer pressure influence?	In some societies, clothing may be used to indicate rank or status.	not_entailment	1
What are gravitational waves?	They are phenonena observed locally that largely violate the kind of local flatness of space that Whitehead assumes.	entailment	1
Which rail station was the world's busiest passenger station in 1927?	Flinders Street Station was the world's busiest passenger station in 1927 and Melbourne's tram network overtook Sydney's to become the world's largest in the 1940s, at which time 25% of travellers used public transport but by 2003 it had declined to just 7.6%.	entailment	1
Who did Avicenna learn Indian arithmetic from?	He learned Indian arithmetic from an Indian greengrocer,ءMahmoud Massahi and he began to learn more from a wandering scholar who gained a livelihood by curing the sick and teaching the young.	entailment	1
The National Pet Owner Survey reported how many people had pet dogs in America between 2009 and 2010?	According to statistics published by the American Pet Products Manufacturers Association in the National Pet Owner Survey in 2009–2010, it is estimated there are 77.5 million people with pet dogs in the United States.	entailment	1
In what month of 2009 did VidZone start free service to some countries?	Initially users had to use a free Blu-ray disc to access the service; however, in October 2010 the requirement to use a disc to gain access was removed.	not_entailment	1
What were reasons that the late 1757 time frame looked bad for Prussia?	Things were looking grim for Prussia now, with the Austrians mobilising to attack Prussian-controlled soil and a French army under Soubise approaching from the west.	entailment	1
How did the people of Boston react to the demolition of the West End?	Extensive demolition was met with vociferous public opposition.	entailment	1
What do Jehovah Witnesses accept in lieu of blood transfusions?	Jehovah's Witnesses refuse blood transfusions, which they consider a violation of God's law based on their interpretation of Acts 15:28, 29 and other scriptures.	not_entailment	1
Who governs the church?	Westminster Abbey is a collegiate church governed by the Dean and Chapter of Westminster, as established by Royal charter of Queen Elizabeth I in 1560, which created it as the Collegiate Church of St Peter Westminster and a Royal Peculiar under the personal jurisdiction of the Sovereign.	entailment	1
Who defeated Japan during the World War II?	During World War II, Imperial Japan invaded most of the former western colonies.	not_entailment	1
The ability to store and execute lists of instructions are called what?	The ability to store and execute lists of instructions called programs makes computers extremely versatile, distinguishing them from calculators.	entailment	1
Liberia has the highest ratio of what?	Liberia has the highest ratio of foreign direct investment to GDP in the world, with US$16 billion in investment since 2006.	entailment	1
What is the name of the text that has information regarding Ayurveda?	Its most famous text is the Suśrutasamhitā of Suśruta, which is notable for describing procedures on various forms of surgery, including rhinoplasty, the repair of torn ear lobes, perineal lithotomy, cataract surgery, and several other excisions and other surgical procedures.	entailment	1
Where did polish knightshood originate?	Coats of arms were very important to the Polish nobility.	not_entailment	1
During what years did the Ottoman war against Habsburg Austria occur?	In spite of these problems, the Ottoman state remained strong, and its army did not collapse or suffer crushing defeats.	not_entailment	1
Where are dioxins stored in our animal sources of food?	They are known to be carcinogenic.	not_entailment	1
What was the name of the United States' second prison?	The end of West 10th Street toward the Hudson River was once the home of Newgate Prison, New York City's first prison and the United States' second.	entailment	1
What percent of crime was strictly property in 2006?	The majority of this was property crime, which affected 3.74% of Santa Monica's population in 2006; this was higher than the rates for Los Angeles County (2.76%) and California (3.17%), but lower than the national average (3.91%).	entailment	1
what is a perfect example of a filled vacuum showing a curvature?	"""The black hole (with zero electric charge) is an elegant example of a region completely """"filled"""" with vacuum, but still showing a strong curvature."""	entailment	1
Who owns the KUHT, KUHF, and KUHA stations?	The University of Houston System owns and holds broadcasting licenses to KUHT, KUHF, and KUHA.	entailment	1
What did the USAF use the WC-130H aircraft for before they converted them for transport missions?	Cargo and transport aircraft are typically used to deliver troops, weapons and other military equipment by a variety of methods to any area of military operations around the world, usually outside of the commercial flight routes in uncontrolled airspace.	not_entailment	1
What can these results be caused from?	However, scientific studies have found a number of statistical biological differences between gay people and heterosexuals, which may result from the same underlying cause as sexual orientation itself.	entailment	1
Which country had Hidalgo attempted to reach to gain support?	Hidalgo attempted to reach the United States and gain American support for Mexican independence.	entailment	1
In 1961 who became the president of IBM?	"""In 1956, the company demonstrated the first practical example of artificial intelligence when Arthur L. Samuel of IBM's Poughkeepsie, New York, laboratory programmed an IBM 704 not merely to play checkers but """"learn"""" from its own experience."""	not_entailment	1
Residents of what particular area have awareness of this link to Native American heritage?	Most of Bermuda's black population trace some of their ancestry to Native Americans, although awareness of this is largely limited to St David's Islanders and most who have such ancestry are unaware of it.	entailment	1
At what age might men required to serve in the National Guard?	As of 2009[update], mandatory military service is nine months for male citizens between the ages of 19 and 45.	not_entailment	1
How were larger mosaics usually constructed?	Mosaic murals, benches and tabletops are some of the items usually made using the indirect method, as it results in a smoother and more even surface.	not_entailment	1
Who was John's eldest son?	His eldest son, Henry III, ruled as king for the majority of the 13th century.	entailment	1
Who confessed that wrestling was not competition?	Gradually, the predetermined nature of professional wrestling became an open secret, as prominent figures in the wrestling business (including WWE owner Vince McMahon) began to publicly admit that wrestling was entertainment, not competition.	entailment	1
Relative to the human genome, how many more genes does trichomoniasis have?	Both the number of base pairs and the number of genes vary widely from one species to another, and there is only a rough correlation between the two (an observation known as the C-value paradox).	not_entailment	1
In what year did Paramount Pictures purchase DreamWorks?	In late 2005, Viacom's Paramount Pictures acquired DreamWorks SKG after acquisition talks between GE and DreamWorks stalled.	entailment	1
